ID,quality-score,pixels added through insertion/deletion,total number of changed pixels,pixels total in original,changed pixels as percent of pixels in original,number of pixels in bigger image,changed pixels as percent of pixels in bigger image,insertion-deletion-error,total-number-of-changed-pixels,pixels-total-in-original,changed-pixels-as-percent-of-pixels-in-original,number-of-pixels-in-bigger-image,changed-pixels-as-percent-of-pixels-in-bigger-image,count,shifts total,shiftsToTop,shiftsToTopRight,shiftsToRight,shiftsToBottomRight,shiftsToBottom,shiftsToBottomLeft,shiftsToLeft,shiftsToTopLeft,small shifts total,small shiftsToTop,small shiftsToTopRight,small shiftsToRight,small shiftsToBottomRight,small shiftsToBottom,small shiftsToBottomLeft,small shiftsToLeft,small shiftsToTopLeft,big shifts total,big shiftsToTop,big shiftsToTopRight,big shiftsToRight,big shiftsToBottomRight,big shiftsToBottom,big shiftsToBottomLeft,big shiftsToLeft,big shiftsToTopLeft
234,2,0,138536,4628008,2.993426,4628008,2.993426,0,135061,4628008,2.9183397,4628008,2.9183397,958,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
235,2,0,138550,4628008,2.9937286,4628008,2.9937286,0,135075,4628008,2.9186422999999997,4628008,2.9186422999999997,958,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
355,2,0,333497,20979028,1.5896685,20979028,1.5896685,0,340284,20979028,1.6220199,20979028,1.6220199,5225,6,2,0,1,0,1,0,2,0,4,1,0,1,0,1,0,1,0,2,1,0,0,0,0,0,1,0
356,2,0,159188,21047328,0.75633353,21047328,0.75633353,0,159188,21047328,0.75633353,21047328,0.75633353,5239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
497,5,349696,3260136,6793118,47.99175,6793118,47.99175,0,3240609,6793118,47.704291999999995,6793118,47.704291999999995,373,3,1,0,0,0,2,0,0,0,2,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0
578,1,0,8490,22380544,0.037934735,22380544,0.037934735,0,8490,22380544,0.037934735,22380544,0.037934735,5352,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
579,1,0,8488,22380544,0.0379258,22380544,0.0379258,0,8488,22380544,0.0379258,22380544,0.0379258,5352,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
582,1,0,5348,18729226,0.028554304,18729226,0.028554304,0,5348,18729226,0.028554304,18729226,0.028554304,4325,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
641,3,728078,804746,2535296,31.741697,2535296,31.741697,0,804746,2535296,31.741697,2535296,31.741697,143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
642,1,0,25917,2803032,0.9246059000000001,2803032,0.9246059000000001,0,25917,2803032,0.9246059000000001,2803032,0.9246059000000001,279,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
643,1,0,8538,1870054,0.45656437,1870054,0.45656437,0,8538,1870054,0.45656437,1870054,0.45656437,323,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
812,2,845554,1557006,2964220,52.526672,3809774,40.868725,0,711452,2964220,24.001322000000002,2964220,24.001322000000002,810,5,1,0,0,0,2,2,0,0,1,0,0,0,0,1,0,0,0,3,1,0,0,0,1,1,0,0
814,1,5464,5464,17247116,0.03168066,17252580,0.031670626,0,0,17247116,0.0,17247116,0.0,5784,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
819,2,0,107009,4322024,2.4759002,4322024,2.4759002,0,107009,4322024,2.4759002,4322024,2.4759002,500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
827,1,0,813042,22380544,3.6328072999999996,22380544,3.6328072999999996,0,93818,22380544,0.41919446,22380544,0.41919446,3336,226,226,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,226,226,0,0,0,0,0,0,0
828,2,413898,537545,2860404,18.792625,2860404,18.792625,0,537545,2860404,18.792625,2860404,18.792625,482,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
856,2,1243060,1857686,3693664,50.293858,3693664,50.293858,0,1843692,3693664,49.91499,3693664,49.91499,1259,5,3,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,0,0,2,0,0,0
862,1,0,0,905658,0.0,905658,0.0,0,0,905658,0.0,905658,0.0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
863,1,0,0,905658,0.0,905658,0.0,0,0,905658,0.0,905658,0.0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
864,1,0,0,905658,0.0,905658,0.0,0,0,905658,0.0,905658,0.0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
865,1,0,0,905658,0.0,905658,0.0,0,0,905658,0.0,905658,0.0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
866,1,0,0,905658,0.0,905658,0.0,0,0,905658,0.0,905658,0.0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
876,1,0,7281,1546312,0.47086227,1546312,0.47086227,0,7073,1546312,0.45741093,1546312,0.45741093,319,3,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
895,2,75130,279715,4386226,6.3771224,4386226,6.3771224,0,279715,4386226,6.3771224,4386226,6.3771224,338,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
898,2,0,86834,2113202,4.10912,2113202,4.10912,0,83806,2113202,3.9658300000000004,2113202,3.9658300000000004,2835,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
899,1,0,38564,2905482,1.3272841,2905482,1.3272841,0,38564,2905482,1.3272841,2905482,1.3272841,2794,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
940,1,0,2186,976690,0.22381718,976690,0.22381718,0,2186,976690,0.22381718,976690,0.22381718,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
947,2,2718340,3499320,5242708,66.74642,5242708,66.74642,0,3264164,5242708,62.261030000000005,5242708,62.261030000000005,1465,33,31,0,0,0,2,0,0,0,1,0,0,0,0,1,0,0,0,32,31,0,0,0,1,0,0,0
948,2,1189786,2424082,7358642,32.941975,7358642,32.941975,0,1818749,7358642,24.715823999999998,7358642,24.715823999999998,1479,35,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,35,0,0,0,0,0,0,0
961,2,0,43193,1850930,2.3335836,1850930,2.3335836,0,43193,1850930,2.3335836,1850930,2.3335836,622,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
970,1,0,18525,3225126,0.57439613,3225126,0.57439613,0,18525,3225126,0.57439613,3225126,0.57439613,312,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
971,1,0,15942,2749758,0.57976013,2749758,0.57976013,0,15942,2749758,0.57976013,2749758,0.57976013,321,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
972,2,217194,469411,1717062,27.338034000000004,1717062,27.338034000000004,0,469074,1717062,27.318407,1717062,27.318407,482,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0,0
