ID,quality-score,pixels added through insertion/deletion,total number of changed pixels,pixels total in original,changed pixels as percent of pixels in original,number of pixels in bigger image,changed pixels as percent of pixels in bigger image,insertion-deletion-error,total-number-of-changed-pixels,pixels-total-in-original,changed-pixels-as-percent-of-pixels-in-original,number-of-pixels-in-bigger-image,changed-pixels-as-percent-of-pixels-in-bigger-image,count,shifts total,shiftsToTop,shiftsToTopRight,shiftsToRight,shiftsToBottomRight,shiftsToBottom,shiftsToBottomLeft,shiftsToLeft,shiftsToTopLeft,small shifts total,small shiftsToTop,small shiftsToTopRight,small shiftsToRight,small shiftsToBottomRight,small shiftsToBottom,small shiftsToBottomLeft,small shiftsToLeft,small shiftsToTopLeft,big shifts total,big shiftsToTop,big shiftsToTopRight,big shiftsToRight,big shiftsToBottomRight,big shiftsToBottom,big shiftsToBottomLeft,big shiftsToLeft,big shiftsToTopLeft
20,4,2297612,2740299,4291972,63.847080000000005,4291972,63.847080000000005,0,2740576,4291972,63.85354,4291972,63.85354,1001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21,4,2297612,2740299,4291972,63.847080000000005,4291972,63.847080000000005,0,2740576,4291972,63.85354,4291972,63.85354,1034,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22,4,2297612,2740299,4291972,63.847080000000005,4291972,63.847080000000005,0,2740576,4291972,63.85354,4291972,63.85354,1040,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23,4,2297612,2740299,4291972,63.847080000000005,4291972,63.847080000000005,0,2740576,4291972,63.85354,4291972,63.85354,1059,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24,4,2270292,2712842,4264652,63.612269999999995,4264652,63.612269999999995,0,2712842,4264652,63.612269999999995,4264652,63.612269999999995,1059,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
25,4,2270292,3010766,4556976,66.06939,4556976,66.06939,0,3010766,4556976,66.06939,4556976,66.06939,1121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26,4,2242972,2983449,4529656,65.8648,4529656,65.8648,0,2983449,4529656,65.8648,4529656,65.8648,1020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27,4,2215652,2956099,4502336,65.657005,4502336,65.657005,0,2956099,4502336,65.657005,4502336,65.657005,1029,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28,4,2297612,3040242,4584296,66.31862,4584296,66.31862,0,3040242,4584296,66.31862,4584296,66.31862,1053,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29,4,2268926,3009395,4556976,66.0393,4556976,66.0393,0,3009395,4556976,66.0393,4556976,66.0393,1213,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30,4,2270292,3010727,4556976,66.06853000000001,4556976,66.06853000000001,0,3010727,4556976,66.06853000000001,4556976,66.06853000000001,1087,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
