ID,quality-score,pixels added through insertion/deletion,total number of changed pixels,pixels total in original,changed pixels as percent of pixels in original,number of pixels in bigger image,changed pixels as percent of pixels in bigger image,insertion-deletion-error,total-number-of-changed-pixels,pixels-total-in-original,changed-pixels-as-percent-of-pixels-in-original,number-of-pixels-in-bigger-image,changed-pixels-as-percent-of-pixels-in-bigger-image,count,shifts total,shiftsToTop,shiftsToTopRight,shiftsToRight,shiftsToBottomRight,shiftsToBottom,shiftsToBottomLeft,shiftsToLeft,shiftsToTopLeft,small shifts total,small shiftsToTop,small shiftsToTopRight,small shiftsToRight,small shiftsToBottomRight,small shiftsToBottom,small shiftsToBottomLeft,small shiftsToLeft,small shiftsToTopLeft,big shifts total,big shiftsToTop,big shiftsToTopRight,big shiftsToRight,big shiftsToBottomRight,big shiftsToBottom,big shiftsToBottomLeft,big shiftsToLeft,big shiftsToTopLeft
15,3,142064,6948454,6962502,99.79823,6962502,99.79823,0,6940722,6962502,99.68718,6962502,99.68718,5548,72,58,0,0,0,14,0,0,0,14,0,0,0,0,14,0,0,0,58,58,0,0,0,0,0,0,0
16,3,142064,6751071,6767164,99.76218399999999,6767164,99.76218399999999,0,6745331,6767164,99.67737,6767164,99.67737,5457,60,47,0,0,0,13,0,0,0,13,0,0,0,0,13,0,0,0,47,47,0,0,0,0,0,0,0
63,5,0,565772,6306822,8.970794,6306822,8.970794,0,565772,6306822,8.970794,6306822,8.970794,1158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
64,5,0,675685,6306822,10.713557000000002,6306822,10.713557000000002,0,675685,6306822,10.713557000000002,6306822,10.713557000000002,1158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
342,5,0,17376814,22380544,77.6425,22380544,77.6425,0,10559655,22380544,47.182297,22380544,47.182297,3259,331,331,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,331,331,0,0,0,0,0,0,0
343,5,0,349258,22380544,1.560543,22380544,1.560543,0,349258,22380544,1.560543,22380544,1.560543,3255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
344,2,0,349172,22380544,1.5601587,22380544,1.5601587,0,349172,22380544,1.5601587,22380544,1.5601587,3259,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
405,1,0,1351,2721072,0.04964955,2721072,0.04964955,0,1351,2721072,0.04964955,2721072,0.04964955,879,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
406,1,0,60862,10703976,0.5685924,10703976,0.5685924,0,60862,10703976,0.5685924,10703976,0.5685924,626,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
454,1,0,22343,22380544,0.099832244,22380544,0.099832244,0,22343,22380544,0.099832244,22380544,0.099832244,1405,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
455,2,128404,1632738,9373492,17.418673000000002,9373492,17.418673000000002,0,282929,9373492,3.018395,9373492,3.018395,1204,36,35,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,35,34,0,0,0,0,0,0,1
456,1,0,4,2662334,0.00015024412000000002,2662334,0.00015024412000000002,0,4,2662334,0.00015024412000000002,2662334,0.00015024412000000002,335,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
545,3,1303164,2013157,2454702,82.012276,2454702,82.012276,0,2013157,2454702,82.012276,2454702,82.012276,294,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
546,5,1303164,2012696,2454702,81.9935,2454702,81.9935,0,2012696,2454702,81.9935,2454702,81.9935,391,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
547,3,0,94646,1789460,5.2890816,1789460,5.2890816,0,94646,1789460,5.2890816,1789460,5.2890816,558,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
674,1,77862,585761,4593858,12.750960000000001,4593858,12.750960000000001,0,163150,4593858,3.5514812000000004,4593858,3.5514812000000004,442,95,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,95,95,0,0,0,0,0,0,0
710,1,0,14567,1155636,1.2605181,1155636,1.2605181,0,14567,1155636,1.2605181,1155636,1.2605181,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
713,5,0,287726,980788,29.336206,980788,29.336206,0,287726,980788,29.336206,980788,29.336206,134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
860,1,0,0,10646604,0.0,10646604,0.0,0,0,10646604,0.0,10646604,0.0,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
861,1,0,0,905658,0.0,905658,0.0,0,0,905658,0.0,905658,0.0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
919,5,207632,1732905,5876532,29.488565,6084164,28.48222,0,1330296,5876532,22.637434,5876532,22.637434,936,40,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,40,0,0,0
920,2,259540,2231729,9652156,23.121560000000002,9911696,22.516115,0,1820990,9652156,18.866148000000003,9652156,18.866148000000003,974,29,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,29,0,0,0,0,29,0,0,0
935,2,1020402,1648940,5842382,28.223763,5842382,28.223763,0,1647902,5842382,28.205996999999996,5842382,28.205996999999996,444,7,0,0,0,0,0,0,6,1,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,6,0
937,2,1020402,1664813,4746850,35.071953,4746850,35.071953,0,1666259,4746850,35.102416999999996,4746850,35.102416999999996,425,11,1,2,0,0,0,0,7,1,0,0,0,0,0,0,0,0,0,10,1,1,0,0,0,0,7,1
