ID,quality-score,pixels added through insertion/deletion,total number of changed pixels,pixels total in original,changed pixels as percent of pixels in original,number of pixels in bigger image,changed pixels as percent of pixels in bigger image,insertion-deletion-error,total-number-of-changed-pixels,pixels-total-in-original,changed-pixels-as-percent-of-pixels-in-original,number-of-pixels-in-bigger-image,changed-pixels-as-percent-of-pixels-in-bigger-image,count,shifts total,shiftsToTop,shiftsToTopRight,shiftsToRight,shiftsToBottomRight,shiftsToBottom,shiftsToBottomLeft,shiftsToLeft,shiftsToTopLeft,small shifts total,small shiftsToTop,small shiftsToTopRight,small shiftsToRight,small shiftsToBottomRight,small shiftsToBottom,small shiftsToBottomLeft,small shiftsToLeft,small shiftsToTopLeft,big shifts total,big shiftsToTop,big shiftsToTopRight,big shiftsToRight,big shiftsToBottomRight,big shiftsToBottom,big shiftsToBottomLeft,big shiftsToLeft,big shiftsToTopLeft
280,1,0,19748,1912400,1.0326290999999999,1912400,1.0326290999999999,0,19748,1912400,1.0326290999999999,1912400,1.0326290999999999,1481,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
281,1,0,16734,1230766,1.3596411,1230766,1.3596411,0,16734,1230766,1.3596411,1230766,1.3596411,1458,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
298,1,0,2824,2352252,0.12005516,2352252,0.12005516,0,2824,2352252,0.12005516,2352252,0.12005516,428,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
299,1,523178,1571046,8986914,17.481485,8986914,17.481485,0,1551296,8986914,17.26172,8986914,17.26172,2388,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,1,0
300,1,0,2120,1319556,0.1606601,1319556,0.1606601,0,2120,1319556,0.1606601,1319556,0.1606601,255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
301,1,0,1341,1165198,0.11508773,1165198,0.11508773,0,1341,1165198,0.11508773,1165198,0.11508773,237,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
302,1,0,2120,1165198,0.18194333,1165198,0.18194333,0,2120,1165198,0.18194333,1165198,0.18194333,237,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
303,1,0,28805,3272936,0.8800966999999998,3272936,0.8800966999999998,0,28805,3272936,0.8800966999999998,3272936,0.8800966999999998,1014,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
304,1,0,71871,17659648,0.40697867,17659648,0.40697867,0,71871,17659648,0.40697867,17659648,0.40697867,2836,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
305,1,267736,733055,2971050,24.673265,2971050,24.673265,0,729608,2971050,24.557243,2971050,24.557243,571,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
306,1,1167930,2000410,6574558,30.42653,6574558,30.42653,0,1929123,6574558,29.342246999999997,6574558,29.342246999999997,2188,4,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,1
311,1,0,4416,6681106,0.06609684,6681106,0.06609684,0,4416,6681106,0.06609684,6681106,0.06609684,2786,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
338,1,0,165471,3405438,4.859022599999999,3405438,4.859022599999999,0,165471,3405438,4.859022599999999,3405438,4.859022599999999,577,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
340,1,0,29460,6123778,0.48107558,6123778,0.48107558,0,29460,6123778,0.48107558,6123778,0.48107558,573,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
347,1,0,30958,4465454,0.6932778,4465454,0.6932778,0,30958,4465454,0.6932778,4465454,0.6932778,401,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
365,2,441218,2338964,8286156,28.227371,8286156,28.227371,0,2292409,8286156,27.66553,8286156,27.66553,1077,5,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,5,4,0,0,0,0,0,0,1
373,2,1188420,1786560,2382304,74.99295,2382304,74.99295,0,1786044,2382304,74.97129,2382304,74.97129,1653,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
374,2,844188,1483828,2503878,59.261192,2503878,59.261192,0,1483828,2503878,59.261192,2503878,59.261192,1701,5,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,5,0
375,1,79228,384962,9828370,3.9168448,9907598,3.8855230000000005,0,184661,9828370,1.8788567999999999,9828370,1.8788567999999999,3152,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0
380,1,0,76045,8377678,0.9077098,8377678,0.9077098,0,76045,8377678,0.9077098,8377678,0.9077098,563,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
381,1,0,0,4442232,0.0,4442232,0.0,0,0,4442232,0.0,4442232,0.0,359,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
383,1,75130,75240,2061294,3.6501343,2136424,3.5217728999999998,0,110,2061294,0.0053364537,2061294,0.0053364537,299,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
384,1,0,5596,6213934,0.090055674,6213934,0.090055674,0,5596,6213934,0.090055674,6213934,0.090055674,617,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
417,2,1320922,2645184,4548780,58.15150500000001,4548780,58.15150500000001,0,2643898,4548780,58.12323000000001,4548780,58.12323000000001,412,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0
418,2,1913766,2958641,4541950,65.14033,4541950,65.14033,0,2960634,4541950,65.18420400000001,4541950,65.18420400000001,412,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0
419,2,1320922,2968389,4365736,67.99287,4365736,67.99287,0,2936633,4365736,67.26547,4365736,67.26547,407,3,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,2,0
420,2,1320922,3061348,4854764,63.05863000000001,4854764,63.05863000000001,0,3048209,4854764,62.787994,4854764,62.787994,413,3,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,2,0
421,3,1913766,3367235,5013220,67.16711,5013220,67.16711,0,3341236,5013220,66.6485,5013220,66.6485,413,3,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,2,0
433,1,0,277474,6995286,3.9665854,6995286,3.9665854,0,222282,6995286,3.177597,6995286,3.177597,894,14,14,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,13,13,0,0,0,0,0,0,0
436,3,4936724,8333250,16461666,50.622153999999995,16461666,50.622153999999995,0,7603898,16461666,46.191547,16461666,46.191547,9595,686,685,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,686,685,0,0,0,0,0,0,1
437,2,353794,724353,2942364,24.618060999999997,3296158,21.975676,0,357440,2942364,12.148055000000001,2942364,12.148055000000001,273,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0
440,1,0,0,6130608,0.0,6130608,0.0,0,0,6130608,0.0,6130608,0.0,354,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
441,1,0,0,4369834,0.0,4369834,0.0,0,0,4369834,0.0,4369834,0.0,268,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
442,1,0,0,2296246,0.0,2296246,0.0,0,0,2296246,0.0,2296246,0.0,239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
444,1,0,0,2916410,0.0,2916410,0.0,0,0,2916410,0.0,2916410,0.0,250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
458,1,0,7511,19507846,0.03850246,19507846,0.03850246,0,7511,19507846,0.03850246,19507846,0.03850246,854,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
473,1,0,2706,3389046,0.07984548,3389046,0.07984548,0,2706,3389046,0.07984548,3389046,0.07984548,523,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
476,4,0,72000,2029876,3.5470147000000005,2029876,3.5470147000000005,0,72000,2029876,3.5470147000000005,2029876,3.5470147000000005,387,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
479,2,0,836221,6226228,13.430619,6226228,13.430619,0,836497,6226228,13.435051999999999,6226228,13.435051999999999,2083,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
481,1,0,53993,3282498,1.6448753,3282498,1.6448753,0,53993,3282498,1.6448753,3282498,1.6448753,2820,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
505,1,0,125555,5179872,2.4239015999999998,5179872,2.4239015999999998,0,125555,5179872,2.4239015999999998,5179872,2.4239015999999998,315,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
513,5,601040,2329694,3623998,64.28519399999999,3623998,64.28519399999999,0,1593478,3623998,43.97017,3623998,43.97017,1301,67,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67,67,0,0,0,0,0,0,0
514,2,34150,119724,1755310,6.8206754,1789460,6.690510000000001,0,85574,1755310,4.87515,1755310,4.87515,268,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
519,1,0,0,905658,0.0,905658,0.0,0,0,905658,0.0,905658,0.0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
521,1,0,7,5479026,0.00012775993999999998,5479026,0.00012775993999999998,0,7,5479026,0.00012775993999999998,5479026,0.00012775993999999998,1401,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
541,2,80594,658620,3408170,19.32474,3408170,19.32474,0,462894,3408170,13.581892999999999,3408170,13.581892999999999,452,11,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,11,0,0,0,0,0,0,0
550,4,0,20060,1468450,1.3660662000000001,1468450,1.3660662000000001,0,20060,1468450,1.3660662000000001,1468450,1.3660662000000001,183,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
576,1,0,710400,17206136,4.12876,17206136,4.12876,0,710400,17206136,4.12876,17206136,4.12876,3890,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
592,2,1327752,3991769,10031904,39.79074,10031904,39.79074,0,3149909,10031904,31.398915999999996,10031904,31.398915999999996,1273,67,66,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,67,66,0,0,0,0,0,1,0
601,2,113378,819348,3323478,24.65333,3323478,24.65333,0,254257,3323478,7.650328999999999,3323478,7.650328999999999,502,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,0,0,0,0,0,0,0
615,1,0,0,905658,0.0,905658,0.0,0,0,905658,0.0,905658,0.0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
626,1,0,72762,5444876,1.336339,5444876,1.336339,0,72762,5444876,1.336339,5444876,1.336339,328,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
631,2,327840,2600213,8145458,31.922242999999998,8145458,31.922242999999998,0,672752,8145458,8.259229,8145458,8.259229,922,208,207,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,208,207,0,0,0,0,0,1,0
654,1,0,8994,2641844,0.34044403,2641844,0.34044403,0,8994,2641844,0.34044403,2641844,0.34044403,629,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
