ID,quality-score,pixels added through insertion/deletion,total number of changed pixels,pixels total in original,changed pixels as percent of pixels in original,number of pixels in bigger image,changed pixels as percent of pixels in bigger image,insertion-deletion-error,total-number-of-changed-pixels,pixels-total-in-original,changed-pixels-as-percent-of-pixels-in-original,number-of-pixels-in-bigger-image,changed-pixels-as-percent-of-pixels-in-bigger-image,count,shifts total,shiftsToTop,shiftsToTopRight,shiftsToRight,shiftsToBottomRight,shiftsToBottom,shiftsToBottomLeft,shiftsToLeft,shiftsToTopLeft,small shifts total,small shiftsToTop,small shiftsToTopRight,small shiftsToRight,small shiftsToBottomRight,small shiftsToBottom,small shiftsToBottomLeft,small shiftsToLeft,small shiftsToTopLeft,big shifts total,big shiftsToTop,big shiftsToTopRight,big shiftsToRight,big shiftsToBottomRight,big shiftsToBottom,big shiftsToBottomLeft,big shiftsToLeft,big shiftsToTopLeft
10,1,0,10564,2503878,0.42190555,2503878,0.42190555,0,10564,2503878,0.42190555,2503878,0.42190555,442,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,1,0,12635,3193708,0.39562163,3193708,0.39562163,0,12635,3193708,0.39562163,3193708,0.39562163,384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,1,0,10136,2525734,0.40130907,2525734,0.40130907,0,10136,2525734,0.40130907,2525734,0.40130907,374,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13,1,0,13127,2807130,0.46763065,2807130,0.46763065,0,13127,2807130,0.46763065,2807130,0.46763065,383,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14,1,0,10136,5749494,0.17629378,5749494,0.17629378,0,10136,5749494,0.17629378,5749494,0.17629378,485,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
73,2,0,942992,10279150,9.173833,10279150,9.173833,0,942992,10279150,9.173833,10279150,9.173833,1238,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
79,2,21856,948702,10235438,9.268797,10257294,9.249047000000001,0,904845,10235438,8.840314999999999,10235438,8.840314999999999,1176,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,0,0,0
97,1,8196,132959,1688376,7.874963799999999,1688376,7.874963799999999,0,116095,1688376,6.8761344,1688376,6.8761344,409,3,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,1,1,0,0,0
98,1,8196,131095,1688376,7.764562,1688376,7.764562,0,110481,1688376,6.5436254,1688376,6.5436254,370,7,1,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,7,1,0,0,0,6,0,0,0
249,2,0,80699,2695118,2.994266,2695118,2.994266,0,80404,2695118,2.9833202,2695118,2.9833202,395,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
250,2,0,77266,2695118,2.8668876,2695118,2.8668876,0,76971,2695118,2.8559417999999996,2695118,2.8559417999999996,406,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
260,2,361990,2568738,5233146,49.085922,5233146,49.085922,0,2548088,5233146,48.691322,5233146,48.691322,1408,5,1,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,1,0,3,0,0,0
261,2,361990,2614325,5233146,49.957043,5233146,49.957043,0,2614364,5233146,49.957786999999996,5233146,49.957786999999996,1492,4,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,0,0,1
262,2,611968,2930841,5233146,56.005337,5233146,56.005337,0,2861027,5233146,54.67126,5233146,54.67126,1441,18,5,0,0,0,1,0,12,0,0,0,0,0,0,0,0,0,0,18,5,0,0,0,1,0,12,0
276,1,0,2944,22380544,0.013154282,22380544,0.013154282,0,6592,22380544,0.029454155,22380544,0.029454155,4232,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0
277,1,0,2944,22380544,0.013154282,22380544,0.013154282,0,6701,22380544,0.029941184,22380544,0.029941184,4263,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0
335,2,4252358,6176037,6765798,91.2832,11018156,56.053272,0,1877050,6765798,27.743215999999997,6765798,27.743215999999997,946,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0
336,1,19124,2025991,11235350,18.032291,11254474,18.00165,0,1670299,11235350,14.866462,11235350,14.866462,832,31,8,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,31,8,0,0,0,23,0,0,0
410,1,0,840,2486120,0.03378759,2486120,0.03378759,0,840,2486120,0.03378759,2486120,0.03378759,1407,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
411,1,0,503561,12134178,4.149939,12134178,4.149939,0,503561,12134178,4.149939,12134178,4.149939,2154,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
412,1,0,40779,2409624,1.6923386999999999,2409624,1.6923386999999999,0,40779,2409624,1.6923386999999999,2409624,1.6923386999999999,1160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
413,1,0,309,905658,0.03411884,905658,0.03411884,0,309,905658,0.03411884,905658,0.03411884,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
522,1,87424,294473,3559796,8.272186999999999,3559796,8.272186999999999,0,19381,3559796,0.5444413,3559796,0.5444413,1032,31,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,31,0,0,0,0,0,0,0
523,1,0,155732,9422668,1.6527379,9422668,1.6527379,0,130303,9422668,1.3828673,9422668,1.3828673,747,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0
524,1,87424,340363,4194986,8.113567,4194986,8.113567,0,37725,4194986,0.8992879,4194986,0.8992879,1072,56,51,0,0,0,5,0,0,0,5,0,0,0,0,5,0,0,0,51,51,0,0,0,0,0,0,0
525,1,0,73147,2211554,3.3074932,2211554,3.3074932,0,61139,2211554,2.7645266,2211554,2.7645266,979,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
526,1,87424,426142,6514454,6.541484400000001,6514454,6.541484400000001,0,29184,6514454,0.44798842,6514454,0.44798842,1854,132,132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,132,132,0,0,0,0,0,0,0
527,1,2732,9236,2072222,0.44570515,2072222,0.44570515,0,9236,2072222,0.44570515,2072222,0.44570515,819,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
528,1,0,6696,9202742,0.072760925,9202742,0.072760925,0,6696,9202742,0.072760925,9202742,0.072760925,2069,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
555,2,1344144,2347873,4765974,49.263233,4765974,49.263233,0,2045712,4765974,42.92327,4765974,42.92327,591,28,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,28,0,0,0,0,0,0,0
556,2,997180,1984710,4031066,49.235367,4031066,49.235367,0,1894568,4031066,46.999179999999996,4031066,46.999179999999996,647,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
666,1,0,0,905658,0.0,905658,0.0,0,0,905658,0.0,905658,0.0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
667,1,0,0,905658,0.0,905658,0.0,0,0,905658,0.0,905658,0.0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
668,1,0,0,905658,0.0,905658,0.0,0,0,905658,0.0,905658,0.0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
669,1,0,0,905658,0.0,905658,0.0,0,0,905658,0.0,905658,0.0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
810,2,0,156854,2902750,5.4036345,2902750,5.4036345,0,156854,2902750,5.4036345,2902750,5.4036345,1205,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
811,2,0,179267,5610162,3.1953979,5610162,3.1953979,0,179267,5610162,3.1953979,5610162,3.1953979,2119,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
873,1,0,233,1166564,0.019973187,1166564,0.019973187,0,233,1166564,0.019973187,1166564,0.019973187,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
874,2,0,212667,1368732,15.537519,1368732,15.537519,0,212667,1368732,15.537519,1368732,15.537519,86,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
875,1,0,0,1480744,0.0,1480744,0.0,0,0,1480744,0.0,1480744,0.0,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
982,1,0,94309,6840928,1.3785995,6840928,1.3785995,0,94309,6840928,1.3785995,6840928,1.3785995,495,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
983,1,0,8641,1025866,0.84231275,1025866,0.84231275,0,8641,1025866,0.84231275,1025866,0.84231275,416,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1015,1,0,63977,5938002,1.0774163,5938002,1.0774163,0,63977,5938002,1.0774163,5938002,1.0774163,1499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1016,1,0,0,4924430,0.0,4924430,0.0,0,0,4924430,0.0,4924430,0.0,1311,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1017,1,0,124208,2868600,4.329917,2868600,4.329917,0,124208,2868600,4.329917,2868600,4.329917,1453,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1485,1,0,396242,22380544,1.7704753,22380544,1.7704753,0,371626,22380544,1.6604869,22380544,1.6604869,1972,11,6,0,0,0,3,0,2,0,1,0,0,0,0,0,0,1,0,10,6,0,0,0,3,0,1,0
1486,4,0,9963930,22380544,44.5205,22380544,44.5205,0,5255794,22380544,23.483763,22380544,23.483763,1859,38,37,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,37,37,0,0,0,0,0,0,0
1487,3,19417690,20902820,21112896,99.00499,21112896,99.00499,0,20415759,21112896,96.69805,21112896,96.69805,880,40,33,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,40,33,0,0,0,0,0,0,7
1488,4,19417690,20905193,21112896,99.01621999999999,21112896,99.01621999999999,0,20480807,21112896,97.00615,21112896,97.00615,881,43,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,43,0,0,0,0,0,0,0
1490,2,1829074,10170747,22380544,45.444590000000005,22380544,45.444590000000005,0,5516104,22380544,24.64687,22380544,24.64687,1993,166,0,0,0,0,0,0,37,129,36,0,0,0,0,0,0,36,0,1,0,0,0,0,0,0,1,0
1497,1,0,0,3207368,0.0,3207368,0.0,0,0,3207368,0.0,3207368,0.0,2214,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1498,1,0,381565,4147176,9.200598,4147176,9.200598,0,381565,4147176,9.200598,4147176,9.200598,2829,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
1500,2,0,853415,4147176,20.57822,4147176,20.57822,0,854725,4147176,20.609806,4147176,20.609806,2734,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1503,1,0,0,3182780,0.0,3182780,0.0,0,0,3182780,0.0,3182780,0.0,2209,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1504,5,0,832434,4147176,20.07231,4147176,20.07231,0,832434,4147176,20.07231,4147176,20.07231,2720,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0
1505,2,0,739233,4147176,17.824972,4147176,17.824972,0,739233,4147176,17.824972,4147176,17.824972,2722,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1506,2,0,598204,4126686,14.495989999999999,4126686,14.495989999999999,0,598204,4126686,14.495989999999999,4126686,14.495989999999999,3052,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1587,2,882436,4181209,12936020,32.32222,12936020,32.32222,0,3134003,12936020,24.226948,12936020,24.226948,1631,63,55,1,0,1,4,1,0,1,4,0,0,0,0,4,0,0,0,57,55,1,0,0,0,1,0,0
1588,2,882436,3739832,7484314,49.968937,7484314,49.968937,0,3437799,7484314,45.933388,7484314,45.933388,1177,79,64,0,0,0,14,0,1,0,13,0,0,0,0,13,0,0,0,66,64,0,0,0,1,0,1,0
1589,3,882436,2916512,4345246,67.119606,4345246,67.119606,0,2569844,4345246,59.14150600000001,4345246,59.14150600000001,877,78,65,0,0,0,13,0,0,0,13,0,0,0,0,13,0,0,0,65,65,0,0,0,0,0,0,0
1590,1,0,345,1446594,0.023849124,1446594,0.023849124,0,345,1446594,0.023849124,1446594,0.023849124,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1591,2,882436,3120073,4923064,63.376647999999996,4923064,63.376647999999996,0,2792353,4923064,56.71982,4923064,56.71982,799,63,49,0,0,0,13,0,0,1,13,0,0,0,0,13,0,0,0,50,49,0,0,0,0,0,0,1
1596,2,1621442,6531899,10802328,60.46751,10802328,60.46751,0,5191915,10802328,48.062927,10802328,48.062927,1098,63,0,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1675,1,0,25332,15587426,0.16251561,15587426,0.16251561,0,25332,15587426,0.16251561,15587426,0.16251561,2347,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1676,3,0,26542,16415222,0.16169138,16415222,0.16169138,0,26542,16415222,0.16169138,16415222,0.16169138,2381,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1677,1,0,15204,15587426,0.097540155,15587426,0.097540155,0,15204,15587426,0.097540155,15587426,0.097540155,2443,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1678,1,0,287176,11154756,2.5744715,11154756,2.5744715,0,287176,11154756,2.5744715,11154756,2.5744715,2142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1679,1,0,25263,16172074,0.15621373,16172074,0.15621373,0,25263,16172074,0.15621373,16172074,0.15621373,2777,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1824,3,0,23136,1154270,2.0043838,1154270,2.0043838,0,23136,1154270,2.0043838,1154270,2.0043838,264,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1952,1,0,28,905658,0.0030916748,905658,0.0030916748,0,28,905658,0.0030916748,905658,0.0030916748,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1953,1,0,28,905658,0.0030916748,905658,0.0030916748,0,28,905658,0.0030916748,905658,0.0030916748,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1954,1,0,28,905658,0.0030916748,905658,0.0030916748,0,28,905658,0.0030916748,905658,0.0030916748,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1955,1,0,28,905658,0.0030916748,905658,0.0030916748,0,28,905658,0.0030916748,905658,0.0030916748,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1956,1,0,28,905658,0.0030916748,905658,0.0030916748,0,28,905658,0.0030916748,905658,0.0030916748,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2464,1,363356,978608,3554332,27.532825,3554332,27.532825,0,740223,3554332,20.82594,3554332,20.82594,920,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2466,2,45078,1201414,3711422,32.37072,3711422,32.37072,0,674158,3711422,18.164412,3711422,18.164412,621,41,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,41,0,0,0,0,0,0,0
2467,2,45078,1183805,3711422,31.896263,3711422,31.896263,0,546749,3711422,14.731523499999998,3711422,14.731523499999998,618,42,41,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,42,41,0,0,0,1,0,0,0
2481,1,0,1501,927514,0.16183044,927514,0.16183044,0,1501,927514,0.16183044,927514,0.16183044,929,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2492,1,0,4822,905658,0.5324306,905658,0.5324306,0,4822,905658,0.5324306,905658,0.5324306,344,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2493,1,0,4806,905658,0.5306639,905658,0.5306639,0,4806,905658,0.5306639,905658,0.5306639,344,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2494,1,0,4740,905658,0.52337635,905658,0.52337635,0,4740,905658,0.52337635,905658,0.52337635,344,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2536,1,0,1463,1031330,0.14185566,1031330,0.14185566,0,8042,1031330,0.77976984,1031330,0.77976984,106,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
2596,1,96986,119069,2966952,4.0131760000000005,2966952,4.0131760000000005,0,119069,2966952,4.0131760000000005,2966952,4.0131760000000005,1339,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2597,1,96986,126395,3876708,3.2603693,3876708,3.2603693,0,126395,3876708,3.2603693,3876708,3.2603693,1342,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2598,1,127038,150727,3223760,4.6755033,3223760,4.6755033,0,150727,3223760,4.6755033,3223760,4.6755033,1341,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2636,3,113378,232544,5168944,4.4988684999999995,5168944,4.4988684999999995,0,134687,5168944,2.6056967,5168944,2.6056967,922,54,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,54,0,0,0,0,0,0,0
2637,1,0,55451,5224950,1.0612733,5224950,1.0612733,0,55451,5224950,1.0612733,5224950,1.0612733,976,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2639,1,5464,634974,8193268,7.749948,8193268,7.749948,0,484026,8193268,5.9076059999999995,8193268,5.9076059999999995,843,51,51,0,0,0,0,0,0,0,51,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2872,1,0,2727,2389134,0.11414178,2389134,0.11414178,0,2727,2389134,0.11414178,2389134,0.11414178,313,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2873,1,10928,67842,1885080,3.5988925000000003,1885080,3.5988925000000003,0,5561,1885080,0.29500073,1885080,0.29500073,292,26,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,26,0,0,0,0,0,0,0
2874,3,0,2722,2257998,0.12054927,2257998,0.12054927,0,2722,2257998,0.12054927,2257998,0.12054927,303,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2875,1,0,2569,3208734,0.08006273,3208734,0.08006273,0,2569,3208734,0.08006273,3208734,0.08006273,306,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2876,1,0,2722,2662334,0.10224111400000001,2662334,0.10224111400000001,0,2722,2662334,0.10224111400000001,2662334,0.10224111400000001,316,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2877,1,0,2476,5819160,0.042549095999999995,5819160,0.042549095999999995,0,2476,5819160,0.042549095999999995,5819160,0.042549095999999995,392,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2878,1,0,2456,3155460,0.07783334,3155460,0.07783334,0,2456,3155460,0.07783334,3155460,0.07783334,344,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
